model,file_id,error_category,detailed_type,section,reasoning
gpt-4.1,day5_consultation06.txt,HALLUCINATION,ADDITION,asm,"Gold acknowledges vomiting and concern re hydration (hpi-008, hpi-009, hpi-010, hpi-015, fu-001) but does not structure this as a separate assessment line 'ongoing vomiting and poor oral intake – risk of dehydration.' This framing is additional."
gpt-4.1,day5_consultation06.txt,HALLUCINATION,ADDITION,plan,"Gold plan-001: stool culture if ongoing fever; fu-001: urgent appointment to assess hydration. Gold does not explicitly state 'stool sample' will be collected at that urgent appointment, nor link them in one statement. Generated merges review and stool sample in one urgent visit, which is not strictly documented."
gpt-4.1,day5_consultation06.txt,HALLUCINATION,ADDITION,plan,Gold does not mention providing support to book appointments via a support line. This is new logistical detail.
gpt-4.1,day5_consultation07.txt,OMISSION,OMITTED,cc,Gold chief complaint is 'cough and cold.' Generated chief complaint specifies 5-day dry cough and relentless rhinorrhea; duration and frequency differ from gold HPI and 'cold' not explicitly stated in chief complaint form.
gpt-4.1,day5_consultation07.txt,OMISSION,OMITTED,hpi,"Gold: 4–5 day history of runny nose. Generated notes 5-day history of rhinorrhea but in CC and HPI; however duration (4–5 days vs exactly 5 days) and description differ, and there is no explicit 4–5 day wording matching gold."
gpt-4.1,day5_consultation07.txt,OMISSION,OMITTED,hpi,"Gold: dry cough for 4–5 days. Generated: 5-day history of dry cough q20–30 min, but the exact 4–5 day phrasing is not reproduced; frequency is added, duration slightly altered."
gpt-4.1,day5_consultation07.txt,OMISSION,OMITTED,hpi,"Gold: patient feels hot but has not measured temperature. Generated describes intermittent fevers and chills, but does not note that temperature has not been measured and changes subjective 'feels hot' to diagnosed 'fevers.'"
gpt-4.1,day5_consultation07.txt,OMISSION,OMITTED,hpi,"Gold: taking 2–3 Lemsips per day which eases symptoms (HPI context). Generated med-003 notes Lemzip x2–3/day and contains paracetamol, but does not state that this eases symptoms in the HPI context."
gpt-4.1,day5_consultation07.txt,OMISSION,OMITTED,pmh,"Gold: history of type 2 diabetes mellitus. Generated pmh-001: diabetes mellitus (type not specified), so the specific 'type 2' detail is missing."
gpt-4.1,day5_consultation07.txt,OMISSION,OMITTED,med,"Gold: patient self-medicates with 2–3 Lemsips daily. Generated med-003 notes Lemzip x2–3/day and that it contains paracetamol, but omits that it eases symptoms and is framed as 'self-care' rather than explicit self-medication as a medication list item."
gpt-4.1,day5_consultation07.txt,OMISSION,OMITTED,ros,"Gold: no sputum production or haemoptysis. Generated has no ROS item matching 'no sputum'; hemoptysis appears only in red-flag return advice, not as current negative symptom."
gpt-4.1,day5_consultation07.txt,OMISSION,OMITTED,ros,"Gold: no epistaxis or sinus pain. Generated only mentions nasal bleeding in red-flag advice, not as a current negative symptom; sinus pain is not addressed."
gpt-4.1,day5_consultation07.txt,OMISSION,OMITTED,ros,"Gold: no SOB, inspiratory pain, or wheeze. Generated mentions SOB and chest pain in red-flag advice but not as currently absent, and does not mention inspiratory pain or wheeze as ROS."
gpt-4.1,day5_consultation07.txt,OMISSION,OMITTED,ros,"Gold: no vomiting. Generated hpi-005: no recent vomiting or diarrhea apart from one episode at onset; that includes no recent vomiting but is framed in HPI, not ROS; still, explicit simple 'no vomiting' ROS is not mirrored."
gpt-4.1,day5_consultation07.txt,OMISSION,OMITTED,ros,"Gold: eating and drinking are okay. Generated hpi-006: appetite and fluid intake maintained (HPI), but no explicit ROS item; not mapped as ROS."
gpt-4.1,day5_consultation07.txt,OMISSION,OMITTED,ros,Gold: passing urine is okay. Generated has no equivalent statement.
gpt-4.1,day5_consultation07.txt,OMISSION,OMITTED,ros,"Gold: no history of chest problems, recurrent chest infections, or weight loss. Generated hpi-002 notes no chest infection history but in a different wording context and combines with other negatives; weight is called stable in hpi-007, but specific 'no weight loss' and 'no chest problems/recurrent chest infections' as ROS are not clearly reproduced."
gpt-4.1,day5_consultation07.txt,OMISSION,OMITTED,ros,"Gold: no increased thirst or urinary frequency. Generated hpi-007: no polydipsia or polyuria, similar physiologically but placed in HPI and not clearly a ROS mapping."
gpt-4.1,day5_consultation07.txt,OMISSION,OMITTED,ros,Gold: patient does not check blood sugars or urine at home. Generated only states last DM bloods ~3 weeks ago; does not mention self-monitoring at home.
gpt-4.1,day5_consultation07.txt,OMISSION,CONTRADICTION,ros,Gold: patient cannot remember when last BP/DM check-up was. Generated hpi-009: last DM blood tests ~3 weeks ago and normal; this directly conflicts with gold's inability to recall timing.
gpt-4.1,day5_consultation07.txt,OMISSION,OMITTED,asm,"Gold: impression is viral bronchitis. Generated asm-001: 'Acute URTI vs viral bronchitis,' which expands differential rather than a single impression of viral bronchitis."
gpt-4.1,day5_consultation07.txt,OMISSION,OMITTED,plan,Gold: avoid cough syrup but may take at night if unable to sleep. Generated includes no advice about cough syrup use.
gpt-4.1,day5_consultation07.txt,OMISSION,OMITTED,plan,Gold: explained illness may take 1–2 weeks to settle and cough can persist up to a month. Generated has no time-course counseling.
gpt-4.1,day5_consultation07.txt,HALLUCINATION,ADDITION,cc,"Gold CC is 'cough and cold' with no specific duration or frequency. Generated adds 5-day duration, q20–30 min frequency, and 'relentless rhinorrhea.' These details are not present in the gold chief complaint."
gpt-4.1,day5_consultation07.txt,HALLUCINATION,ADDITION,hpi,"Gold HPI lists 4–5 day runny nose and dry cough, but without q20–30 min frequency or exact 5-day statement. Generated adds specific duration and frequency not in the gold facts."
gpt-4.1,day5_consultation07.txt,HALLUCINATION,ADDITION,hpi,"Gold ROS mentions no SOB, inspiratory pain, wheeze, sputum/haemoptysis, and no history of chest problems/infections. Generated hpi-002 reorganizes and partially overlaps but introduces 'pleurisy' and 'chest pain' instead of inspiratory pain and omits wheeze; overall not exactly supported and includes extra phrasing."
gpt-4.1,day5_consultation07.txt,HALLUCINATION,CONTRADICTION,hpi,"Gold: patient feels hot but has not measured temperature; no explicit intermittent fevers. Generated: 'intermittent fevers and chills,' implying documented fevers rather than subjective feeling and no mention of unmeasured temperature."
gpt-4.1,day5_consultation07.txt,HALLUCINATION,ADDITION,hpi,"Gold: no increased thirst/urinary frequency and no weight loss. Generated: no dysuria, polydipsia, or polyuria and weight stable. Polydipsia/polyuria approximate increased thirst/urinary frequency, but dysuria and explicit 'weight stable' are added details; the mapping is not exact."
gpt-4.1,day5_consultation07.txt,HALLUCINATION,ADDITION,hpi,"No gold fact mentions rashes, headaches, or vision changes. This is new negative ROS content."
gpt-4.1,day5_consultation07.txt,HALLUCINATION,CONTRADICTION,hpi,Gold ros-010: patient cannot remember when last BP/DM check-up was. Generated: last DM bloods ~3 weeks ago and normal; this directly conflicts with inability to recall timing.
gpt-4.1,day5_consultation07.txt,HALLUCINATION,ADDITION,pmh,"Gold: type 2 diabetes mellitus. Generated: diabetes mellitus (type unspecified). This is a less specific form and does not capture 'type 2'; it partially overlaps but omits a key detail, so it's not fully supported."
gpt-4.1,day5_consultation07.txt,HALLUCINATION,ADDITION,med,Gold: 2–3 Lemsips a day which eases symptoms. Generated: Lemzip 2–3/day and that it contains paracetamol. The paracetamol content is new; the effect of easing symptoms is omitted. Name spelling differs but is likely intended same drug.
gpt-4.1,day5_consultation07.txt,HALLUCINATION,ADDITION,allergy,No allergies or hay fever mentioned in any gold facts; entirely new information.
gpt-4.1,day5_consultation07.txt,HALLUCINATION,ADDITION,allergy,No known drug allergies are not referenced in the gold facts; new information.
gpt-4.1,day5_consultation07.txt,HALLUCINATION,ADDITION,pf,Gold indicates patient hasn't measured temperature at home (HPI) but does not specify clinic measurement. Generated: 'No temp measured' as a physical finding; this is new documentation detail.
gpt-4.1,day5_consultation07.txt,HALLUCINATION,ADDITION,pf,Gold physical findings only list height and weight; no statement that no exam or vitals were documented. Generated adds this documentation status detail.
gpt-4.1,day5_consultation07.txt,HALLUCINATION,ADDITION,asm,Gold: impression is viral bronchitis. Generated: acute URTI vs viral bronchitis with rationale and no red flags; adds an alternative diagnosis and supporting reasoning not in gold.
gpt-4.1,day5_consultation07.txt,HALLUCINATION,ADDITION,asm,Gold PMH lists T2 DM and hypertension but no statement about control status. Generated: DM and HTN well controlled per history; this is new assessment detail.
gpt-4.1,day5_consultation07.txt,HALLUCINATION,ADDITION,plan,Gold plan/follow-up advises checking fever with a thermometer but does not specify obtaining one or the 37.5–38°C threshold. Generated adds specific advice and numeric thresholds.
gpt-4.1,day5_consultation07.txt,HALLUCINATION,ADDITION,plan,"Gold follow-up red flags: worsening symptoms, persistent fever, phlegm, blood in sputum, nose bleeds. Generated adds SOB as an additional red flag, which is not in gold."
gpt-4.1,day5_consultation07.txt,HALLUCINATION,ADDITION,plan,Chest pain as a red flag return criterion is not listed in the gold follow-up instructions; new detail.
gpt-4.1,day5_consultation07.txt,HALLUCINATION,ADDITION,plan,No gold plan mentions considering antibiotics; this is a new management option.
gpt-4.1,day5_consultation08.txt,OMISSION,OMITTED,cc,"Gold chief complaint is wheeze; generated chief complaint is SOB for 2–3 days with exertional worsening and sentence limitation, which is not equivalent to 'presents with wheeze'."
gpt-4.1,day5_consultation08.txt,OMISSION,OMITTED,hpi,Gold specifies wheezing for 2–3 days; generated HPI does not explicitly mention wheeze duration.
gpt-4.1,day5_consultation08.txt,OMISSION,CONTRADICTED,hpi,"Gold states no fever and temp 37 °C; generated HPI-005 states cough and fever with Tmax 37 °C, treating 37 °C as a fever."
gpt-4.1,day5_consultation08.txt,OMISSION,OMITTED,hpi,Gold notes 'cold symptoms'; no generated fact mentions cold symptoms or an upper respiratory symptom complex apart from isolated cough.
gpt-4.1,day5_consultation08.txt,OMISSION,OMITTED,hpi,Gold: patient is currently not exercising. No generated fact addresses current exercise status.
gpt-4.1,day5_consultation08.txt,OMISSION,OMITTED,hpi,Gold: sometimes can't complete sentences but no SOB at rest. Generated CC mentions sometimes unable to complete sentences but does not include the important qualifier 'no SOB at rest'.
gpt-4.1,day5_consultation08.txt,OMISSION,OMITTED,hpi,"Gold: no problems walking upstairs. Generated facts discuss walking to work and effort intolerance, not stairs."
gpt-4.1,day5_consultation08.txt,OMISSION,CONTRADICTED,hpi,"Gold: more wheezy when walking to work. Generated HPI-001 says unable to walk to work due to increased effort intolerance, which implies a more severe limitation than described in gold."
gpt-4.1,day5_consultation08.txt,OMISSION,OMITTED,hpi,"Gold: doesn't have peak-flow meter at home. Generated facts mention prescribing one, but do not explicitly state that the patient currently lacks one."
gpt-4.1,day5_consultation08.txt,OMISSION,OMITTED,plan,Gold: advised to continue monitoring temperature and contact clinic if fever spikes. Generated plan only mentions seeking care if fever or wheeze worsens; explicit ongoing home temperature monitoring is not stated.
